n,ID,VPN,Unc_Mult_CAPEX_FACIL,Unc_Mult_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultOpex,Total_capex,Total_opex
330,330,-393131.8766,0.96,0.92,1,25,0.92,778.7547819057,2062.4876170403
331,331,668951.2134,0.97,0.99,0.9,60,0.97,812.5385849646,1947.2066396157
332,332,-28567.1036,0.93,0.95,0.9,35,0.97,779.3822821807,1947.2066396157
333,333,-398685.7548,0.94,0.99,1,25,0.94,800.4187215581,2068.7437638034
334,334,120703.3169,0.97,0.94,0.9,40,0.91,791.2929788289,1928.4381993264
335,335,231127.5814,0.96,0.93,1,45,0.99,783.0039031329,2084.3841307111
336,336,372987.7896,0.96,0.92,1,50,0.97,778.7547819057,2078.127983948
337,337,393948.4529,0.97,0.92,0.9,50,1.0,782.7947363746,1956.5908597603
338,338,669070.7643,0.97,0.96,0.9,60,1.0,799.7912212832,1956.5908597603
339,339,-66614.8301,0.98,0.94,1,35,0.95,795.3329332977,2071.8718371849
340,340,659955.1128,0.91,0.96,1,60,0.92,775.5514944702,2062.4876170403
341,341,-564338.4205,0.93,0.97,0.9,20,0.99,787.880524635,1953.4627863787
342,342,120562.3208,0.95,0.94,0.9,40,0.95,783.2130698912,1940.9504928526
343,343,112767.1319,0.99,0.91,0.9,40,1.0,786.6255240851,1956.5908597603
344,344,-360701.4248,0.93,0.96,0.9,25,0.96,783.6314034079,1944.0785662341
345,345,379771.9945,0.91,0.97,1,50,0.93,779.8006156973,2065.6156904218
346,346,-27018.1093,0.92,0.92,0.9,35,1.0,762.5949640304,1956.5908597603
347,347,372686.9125,0.95,0.98,1,50,0.93,800.2095547998,2065.6156904218
348,348,385588.8334,0.98,1.0,0.9,50,1.0,820.8276606606,1956.5908597603
349,349,-594258.2652,0.96,0.94,1,20,0.92,787.25302436,2062.4876170403
350,350,-392119.088,0.94,0.91,1,25,0.95,766.4257517409,2071.8718371849
351,351,-56821.4161,0.92,0.93,1,35,0.96,766.8440852576,2074.9999105665
352,352,651878.4453,0.94,1.0,1,60,0.92,804.6678427853,2062.4876170403
353,353,123152.8173,0.96,0.92,0.9,40,0.92,778.7547819057,1931.5662727079
354,354,658679.3216,0.94,0.92,1,60,0.92,770.6748729681,2062.4876170403
355,355,-57820.2528,0.91,0.98,1,35,0.94,784.0497369245,2068.7437638034
356,356,-406745.073,1.0,0.94,1,25,0.96,803.4128422354,2074.9999105665
357,357,511683.2605,0.92,1.0,1,55,0.97,796.5879338476,2078.127983948
358,358,646692.8338,0.98,0.94,1,60,0.97,795.3329332977,2078.127983948
359,359,94563.5178,0.94,0.93,1,40,0.95,774.9239941952,2071.8718371849
360,360,515269.0248,0.95,0.96,1,55,0.91,791.7113123455,2059.3595436587
361,361,392553.1108,1.0,0.91,0.9,50,0.97,790.6654785539,1947.2066396157
362,362,-37586.918,0.98,0.96,0.9,35,0.97,803.831175752,1947.2066396157
363,363,505022.6064,0.99,0.95,1,55,0.97,803.6220089937,2078.127983948
364,364,-37273.9042,0.99,1.0,0.9,35,0.91,824.8676151294,1928.4381993264
365,365,88287.9408,0.99,0.91,1,40,0.95,786.6255240851,2071.8718371849
366,366,-182738.1112,0.92,0.96,0.9,30,0.93,779.591448939,1934.6943460895
367,367,655173.258,0.91,0.94,1,60,1.0,767.0532520159,2087.5122040926
368,368,-359952.5155,0.94,0.97,0.9,25,0.93,791.9204791038,1934.6943460895
369,369,-391926.0047,0.94,0.92,1,25,0.94,770.6748729681,2068.7437638034
370,370,84590.4869,0.98,0.95,1,40,0.97,799.5820545249,2078.127983948
371,371,237065.4219,0.91,0.99,1,45,0.95,788.2988581517,2071.8718371849
372,372,392956.8674,0.96,0.95,0.9,50,1.0,791.5021455872,1956.5908597603
373,373,681075.1773,0.92,0.92,0.9,60,0.99,762.5949640304,1953.4627863787
374,374,379873.6202,0.92,0.96,1,50,0.92,779.591448939,2062.4876170403
375,375,-73765.8582,0.99,0.97,1,35,0.98,812.120251448,2081.2560573295
376,376,516340.3109,0.96,0.91,1,55,0.93,774.5056606786,2065.6156904218
377,377,-402981.4839,0.96,0.95,1,25,0.98,791.5021455872,2081.2560573295
378,378,536048.3618,0.95,0.99,0.9,55,0.93,804.458676027,1934.6943460895
379,379,-200877.4216,1.0,0.95,0.9,30,0.99,807.6619634625,1953.4627863787
380,380,262415.5393,0.93,0.92,0.9,45,0.98,766.6349184992,1950.3347129972
381,381,-187062.616,0.94,0.95,0.9,30,0.95,783.4222366495,1940.9504928526
382,382,401825.869,0.94,0.93,0.9,50,0.95,774.9239941952,1940.9504928526
383,383,-59473.0911,0.97,0.91,1,35,0.92,778.5456151474,2062.4876170403
384,384,-35513.7744,0.99,0.97,0.9,35,0.92,812.120251448,1931.5662727079
385,385,-192696.4482,0.94,0.98,0.9,30,0.98,796.169600331,1950.3347129972
386,386,228728.7842,0.99,0.97,1,45,0.92,812.120251448,2062.4876170403
387,387,-38428.7786,0.98,0.99,0.9,35,0.95,816.5785394335,1940.9504928526
388,388,-186890.8827,0.95,0.93,0.9,30,0.95,778.9639486641,1940.9504928526
389,389,-356598.5171,0.91,0.93,0.9,25,0.98,762.8041307887,1950.3347129972
390,390,-25760.4259,0.93,0.98,0.9,35,0.91,792.1296458622,1928.4381993264
391,391,537947.8324,0.95,0.92,0.9,55,0.98,774.7148274369,1950.3347129972
392,392,-225688.5168,1.0,0.91,1,30,0.92,790.6654785539,2062.4876170403
393,393,655274.8836,0.92,0.93,1,60,0.99,766.8440852576,2084.3841307111
394,394,82284.7234,1.0,0.97,1,40,0.94,816.1602059168,2068.7437638034
395,395,-222187.887,0.95,0.91,1,30,0.97,770.4657062098,2078.127983948
396,396,231538.8292,0.94,1.0,1,45,0.95,804.6678427853,2071.8718371849
397,397,655376.5093,0.93,0.92,1,60,0.98,766.6349184992,2081.2560573295
398,398,659387.9552,0.93,0.93,1,60,0.92,770.8840397264,2062.4876170403
399,399,88222.9956,0.93,1.0,1,40,0.97,800.6278883165,2078.127983948
400,400,-368204.917,1.0,0.91,0.9,25,0.96,790.6654785539,1944.0785662341
401,401,-357201.715,0.92,0.99,0.9,25,0.92,792.3388126205,1931.5662727079
402,402,88667.7168,0.96,0.92,1,40,0.99,778.7547819057,2084.3841307111
403,403,112570.1946,0.99,0.97,0.9,40,0.94,812.120251448,1937.822419471
404,404,-557819.1257,0.95,0.95,0.9,20,0.92,787.4621911184,1931.5662727079
405,405,223925.2484,1.0,0.97,1,45,0.96,816.1602059168,2074.9999105665
406,406,87786.6941,0.96,0.93,1,40,0.99,783.0039031329,2084.3841307111
407,407,-54860.7431,0.92,0.96,1,35,0.91,779.591448939,2059.3595436587
408,408,639444.3508,1.0,0.96,1,60,1.0,811.9110846897,2087.5122040926
409,409,-553909.3013,0.93,0.91,0.9,20,0.95,762.3857972721,1940.9504928526
410,410,368777.0922,0.96,0.96,1,50,0.98,795.7512668143,2081.2560573295
411,411,-607391.0749,0.96,0.98,1,20,1.0,804.2495092687,2087.5122040926
412,412,647805.224,0.93,0.99,1,60,1.0,796.3787670893,2087.5122040926
413,413,-598360.9109,0.98,0.91,1,20,0.95,782.5855696162,2071.8718371849
414,414,-604494.0391,0.96,0.95,1,20,1.0,791.5021455872,2087.5122040926
415,415,-602515.8339,0.94,0.99,1,20,0.98,800.4187215581,2081.2560573295
416,416,-563466.962,0.97,0.96,0.9,20,0.93,799.7912212832,1934.6943460895
417,417,-361713.9515,0.95,0.91,0.9,25,0.98,770.4657062098,1950.3347129972
418,418,226192.715,0.98,0.98,1,45,0.96,812.3294182063,2074.9999105665
419,419,-194362.4841,0.99,0.96,0.9,30,0.93,807.8711302208,1934.6943460895
420,420,511177.8783,0.95,0.97,1,55,0.95,795.9604335727,2071.8718371849
421,421,-185319.3144,0.94,0.91,0.9,30,0.97,766.4257517409,1947.2066396157
422,422,107470.9465,0.98,1.0,0.9,40,0.99,820.8276606606,1953.4627863787
423,423,92792.0513,0.94,0.94,1,40,0.96,779.1731154224,2074.9999105665
424,424,-186668.6895,0.92,0.94,0.9,30,0.99,771.0932064847,1953.4627863787
425,425,-601017.7534,0.96,0.95,1,20,0.97,791.5021455872,2078.127983948
426,426,-356452.5438,0.93,0.94,0.9,25,0.94,775.1331609536,1937.822419471
427,427,372704.8377,0.94,0.96,1,50,0.97,787.6713578767,2078.127983948
428,428,-186235.2106,0.94,0.92,0.9,30,0.97,770.6748729681,1947.2066396157
429,429,-363932.612,0.99,0.92,0.9,25,0.93,790.8746453122,1934.6943460895
430,430,121769.2085,0.92,1.0,0.9,40,0.93,796.5879338476,1934.6943460895
431,431,235041.9839,0.95,0.95,1,45,0.94,787.4621911184,2068.7437638034
432,432,536490.715,0.97,0.91,0.9,55,0.97,778.5456151474,1947.2066396157
433,433,511098.1777,0.95,0.99,1,55,0.93,804.458676027,2065.6156904218
434,434,-197597.9196,0.98,0.94,0.9,30,1.0,795.3329332977,1956.5908597603
435,435,508848.7262,0.96,0.96,1,55,0.97,795.7512668143,2078.127983948
436,436,-403438.4465,0.99,0.96,1,25,0.93,807.8711302208,2065.6156904218
437,437,256063.3634,0.97,0.95,0.9,45,0.95,795.542100056,1940.9504928526
438,438,512674.8461,0.93,0.97,1,55,0.97,787.880524635,2078.127983948
439,439,-569647.2002,0.97,1.0,0.9,20,0.95,816.7877061918,1940.9504928526
440,440,-221791.7837,0.92,0.96,1,30,0.97,779.591448939,2078.127983948
441,441,-553932.9873,0.94,0.94,0.9,20,0.91,779.1731154224,1928.4381993264
442,442,-179030.2812,0.92,0.93,0.9,30,0.92,766.8440852576,1931.5662727079
443,443,-366589.4544,0.97,0.96,0.9,25,0.95,799.7912212832,1940.9504928526
444,444,648575.6329,0.93,1.0,1,60,0.98,800.6278883165,2081.2560573295
445,445,377078.9361,0.96,0.91,1,50,0.93,774.5056606786,2065.6156904218
446,446,525700.3178,0.98,0.99,0.9,55,1.0,816.5785394335,1956.5908597603
447,447,114349.407,1.0,0.95,0.9,40,0.92,807.6619634625,1931.5662727079
448,448,537243.1986,0.98,0.94,0.9,55,0.91,795.3329332977,1928.4381993264
449,449,-36566.7706,0.98,1.0,0.9,35,0.92,820.8276606606,1931.5662727079
450,450,251167.473,0.99,0.99,0.9,45,0.93,820.6184939023,1934.6943460895
451,451,669783.3976,0.98,1.0,0.9,60,0.93,820.8276606606,1934.6943460895
452,452,-354158.444,0.94,0.91,0.9,25,0.93,766.4257517409,1934.6943460895
453,453,117119.081,0.95,0.99,0.9,40,0.94,804.458676027,1937.822419471
454,454,-38975.7158,1.0,0.97,0.9,35,0.94,816.1602059168,1937.822419471
455,455,-365336.4725,0.93,0.96,0.9,25,1.0,783.6314034079,1956.5908597603
456,456,-226015.0501,0.94,0.98,1,30,0.96,796.169600331,2074.9999105665
457,457,540945.7678,0.93,0.95,0.9,55,0.95,779.3822821807,1940.9504928526
458,458,122585.4246,0.92,1.0,0.9,40,0.92,796.5879338476,1931.5662727079
459,459,117428.4479,0.96,0.92,0.9,40,0.99,778.7547819057,1953.4627863787
460,460,233781.7218,0.91,1.0,1,45,0.98,792.5479793788,2081.2560573295
461,461,-189863.6674,0.95,0.91,0.9,30,1.0,770.4657062098,1956.5908597603
462,462,-561606.1388,1.0,0.91,0.9,20,0.91,790.6654785539,1928.4381993264
463,463,369830.4531,0.98,0.93,1,50,0.96,791.0838120705,2074.9999105665
464,464,526652.053,0.99,0.97,0.9,55,0.99,812.120251448,1953.4627863787
465,465,655987.517,0.93,0.97,1,60,0.92,787.880524635,2062.4876170403
466,466,-575874.2864,0.99,0.98,0.9,20,0.99,816.3693726751,1953.4627863787
467,467,115327.3342,0.93,0.99,0.9,40,1.0,796.3787670893,1956.5908597603
468,468,-226715.1761,0.95,0.98,1,30,0.95,800.2095547998,2071.8718371849
469,469,-74129.1246,0.97,1.0,1,35,0.99,816.7877061918,2084.3841307111
470,470,676705.0787,0.92,1.0,0.9,60,0.96,796.5879338476,1944.0785662341
471,471,680225.0678,0.92,0.93,0.9,60,0.99,766.8440852576,1953.4627863787
472,472,-197029.7094,1.0,0.95,0.9,30,0.95,807.6619634625,1940.9504928526
473,473,-358986.8369,0.94,0.96,0.9,25,0.93,787.6713578767,1934.6943460895
474,474,665935.3528,1.0,0.98,0.9,60,0.96,820.409327144,1944.0785662341
475,475,248797.4802,1.0,0.99,0.9,45,0.94,824.6584483711,1937.822419471
476,476,-566679.6304,0.94,1.0,0.9,20,0.97,804.6678427853,1947.2066396157
477,477,367887.1324,0.96,0.98,1,50,0.97,804.2495092687,2078.127983948
478,478,-196718.7501,0.97,0.98,0.9,30,0.97,808.2894637375,1947.2066396157
479,479,228009.9577,0.98,0.93,1,45,0.99,791.0838120705,2084.3841307111
480,480,-223866.199,0.91,0.99,1,30,0.98,788.2988581517,2081.2560573295
481,481,544895.4383,0.92,0.96,0.9,55,0.91,779.591448939,1928.4381993264
482,482,-366325.837,0.94,1.0,0.9,25,0.96,804.6678427853,1944.0785662341
483,483,259195.3893,0.94,0.93,0.9,45,0.99,774.9239941952,1953.4627863787
484,484,-227859.8785,0.99,0.92,1,30,0.95,790.8746453122,2071.8718371849
485,485,224697.4532,1.0,0.98,1,45,0.94,820.409327144,2068.7437638034
486,486,113051.4177,0.95,0.98,0.9,40,1.0,800.2095547998,1956.5908597603
487,487,403083.7349,0.92,0.99,0.9,50,0.91,792.3388126205,1928.4381993264
488,488,680330.6932,0.95,0.95,0.9,60,0.91,787.4621911184,1928.4381993264
489,489,-386254.7444,0.91,0.94,1,25,0.92,767.0532520159,2062.4876170403
490,490,-575874.2864,0.99,0.98,0.9,20,0.99,816.3693726751,1953.4627863787
491,491,519985.1045,0.92,0.95,1,55,0.92,775.3423277119,2062.4876170403
492,492,114189.539,0.97,0.93,0.9,40,1.0,787.0438576017,1956.5908597603
493,493,-221439.2879,0.94,0.92,1,30,0.97,770.6748729681,2078.127983948
494,494,533231.7527,0.98,0.93,0.9,55,0.97,791.0838120705,1947.2066396157
495,495,-198863.0447,1.0,0.97,0.9,30,0.95,816.1602059168,1940.9504928526
496,496,251103.9229,0.98,0.99,0.9,45,0.95,816.5785394335,1940.9504928526
497,497,-198029.1548,0.99,1.0,0.9,30,0.93,824.8676151294,1934.6943460895
498,498,390751.2661,0.99,0.94,0.9,50,0.98,799.3728877665,1950.3347129972
499,499,260211.6228,0.96,0.91,0.9,45,0.96,774.5056606786,1944.0785662341
500,500,88733.6633,0.96,0.99,1,40,0.92,808.4986304958,2062.4876170403
501,501,234720.003,0.93,1.0,1,45,0.93,800.6278883165,2065.6156904218
502,502,93499.7112,0.93,0.93,1,40,0.98,770.8840397264,2081.2560573295
503,503,537101.7227,0.97,0.96,0.9,55,0.91,799.7912212832,1928.4381993264
504,504,386562.4937,1.0,0.99,0.9,50,0.96,824.6584483711,1944.0785662341
505,505,-62008.5856,0.98,0.92,1,35,0.92,786.8346908434,2062.4876170403
506,506,-197152.9281,0.95,1.0,0.9,30,0.99,808.7077972541,1953.4627863787
507,507,506581.3495,0.98,0.95,1,55,0.97,799.5820545249,2078.127983948
508,508,-67448.4856,0.98,0.97,1,35,0.93,808.0802969792,2065.6156904218
509,509,645745.0984,0.99,0.99,1,60,0.91,820.6184939023,2059.3595436587
510,510,395791.4017,0.92,0.99,0.9,50,1.0,792.3388126205,1956.5908597603
