n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
828,828,-110662.5832,1.0,0.7,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,93.5587271476912,72.16561791042577,38.40206077713438,1232.7982070067578,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04266976342375015,17.0792,21.4303,75203.1627820255,1694.1349452221,1867.4888997
829,829,21123.771,0.9,1.0,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,57.90364699779021,39.668050198879556,23.751769749934315,647.6464456068325,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25491894881863625,11.0829,22.0389,39238.25205200715,902.4503993233,1062.4166899
830,830,-689028.5379,1.0,0.7,0.7,20,1.0,2,1,0,0,1,1,1,0,1,1,0,85.03810550623231,64.71784739129629,33.67093231760417,896.8074268490651,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.6847,30.7507,47226.25358718251,1522.0755821563,1684.1739077
831,831,-237662.7007,0.7,0.9,0.4,25,0.9,2,1,0,0,1,1,1,0,1,1,0,51.28960280005632,32.07997278307512,30.27706827140768,769.0640404210105,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0133,20.1853,27581.603767890992,597.2291768717,920.0775605
832,832,-244388.1712,0.9,0.9,0.9,35,0.9,2,1,0,0,1,1,1,0,1,1,0,76.69170367017807,59.121850771568596,30.54646794083822,955.5655844347831,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.5288,21.7403,47540.02594536302,1079.4313356461,1524.4163482
833,833,75075.595,1.0,0.9,0.2,60,1.0,2,1,0,0,1,1,1,0,1,1,0,53.70269648410682,29.86294582705925,31.10495701488159,792.7550645642384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5318014831361161,11.3086,15.3768,30022.381411139126,498.2479690819,1058.972942
834,834,-163929.5121,0.8,0.9,0.9,25,1.0,2,1,0,0,1,1,1,0,1,1,0,43.52050325024187,24.407545847044318,25.505877509358676,653.0869884256178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.7468,16.4336,22857.1333274907,402.8415378923,1066.1363718
835,835,-34720.6985,0.7,1.0,0.4,45,0.9,2,1,0,0,1,1,1,0,1,1,0,44.38274778589509,27.830579801042823,25.059301444733798,875.2022256772348,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.015553203134416337,8.8291,18.881,24354.231415445538,492.4415034789,924.7740572
836,836,-95206.7919,0.8,0.9,0.6,25,0.9,2,1,0,0,1,1,1,0,1,1,0,44.259233540586,23.611722770845557,24.779940497100746,650.4009205539425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0843,13.8709,21767.04957585285,325.0119049813,884.7170555
837,837,-550118.9862,0.7,1.0,0.1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,82.75717425677362,63.62794133247162,32.28225097394215,898.6191097072572,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1299,21.7839,58578.856116988005,1331.1265553468,1138.0503198
838,838,-363105.8949,0.7,0.7,0.3,30,1.0,2,1,0,0,1,1,1,0,1,1,0,65.59072737043613,46.895228086052576,26.784260736795275,758.116992521062,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.81,23.5329,44097.965142197456,1084.3931042898,1304.4210403
839,839,13776.2794,0.7,0.9,1.0,50,1.0,2,1,0,0,1,1,1,0,1,1,0,51.7121757055188,34.82586387702314,31.322793760063558,825.4051124293263,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2574366365506221,12.2065,14.8305,34310.52398606567,548.0733690601,1093.4698869
840,840,-237461.7149,1.0,0.7,0.4,25,0.9,2,1,0,0,1,1,1,0,1,1,0,50.609207116435954,32.09573128905945,29.87902734357492,769.9597796524031,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0574,20.2767,27434.892057034147,596.9039648485,921.1281771
841,841,-37303.8391,0.7,1.0,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,86.10286592372944,66.04668469388594,34.43952637836591,895.1703084937205,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.14135940113941653,13.2659,21.4962,67715.11079583119,1522.4679181956,1431.402062
842,842,-184934.7241,0.9,0.7,0.1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,56.34941863396439,36.46734410268718,33.150080745401446,968.5912361173046,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.1133,17.9691,33014.407618447935,638.5710297079,944.1654048
843,843,-29715.6356,0.9,0.8,0.8,45,0.9,2,1,0,0,1,1,1,0,1,1,0,50.28017270791745,32.81890388873571,30.09802320235069,824.6795581900469,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.07788731614738005,10.4973,15.6803,32161.38499055153,542.5287503985,928.8903401
844,844,7921.9329,0.8,1.0,0.2,55,1.0,2,1,0,0,1,1,1,0,1,1,0,87.17991837592899,70.44782029326157,35.34265670469682,1071.9147290306696,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.21705224708620463,11.1065,18.0043,70123.89303218824,1322.759267877,1427.0084804
845,845,-116143.2097,0.7,1.0,0.5,35,1.0,2,1,0,0,1,1,1,0,1,1,0,55.228100210489075,35.74247975833122,32.574058072853,968.0068227590352,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.2664,15.9286,32778.17732986416,561.6207828488,1119.5684947
846,846,18473.3375,1.0,0.9,0.8,50,0.9,2,1,0,0,1,1,1,0,1,1,0,93.56734402262205,75.54756435410192,31.755914935687077,763.3346192049839,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.23178313596829198,10.4629,16.6129,70274.65731108353,1207.2653635283,1550.5278696
847,847,-353732.6442,0.9,0.7,0.9,30,0.9,2,1,0,0,1,1,1,0,1,1,0,59.60553281972471,40.352427447429775,28.09313690703247,723.9785320551804,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.8971,32.6471,28914.59833176271,997.2716463016,1426.8503744
848,848,-172199.7785,0.8,0.8,1.0,25,1.0,2,1,0,0,1,1,1,0,1,1,0,52.94163966404067,32.613272366935114,31.42540057521601,793.1340312275565,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.966,14.9927,29114.37643913046,469.3719987591,1081.5829359
849,849,39126.1958,0.8,0.9,0.9,55,1.0,2,1,0,0,1,1,1,0,1,1,0,46.45131994364241,28.055233822810827,26.45108942638641,762.9154007338984,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.35237543322300124,9.8199,18.0324,24534.744517527583,475.7277653306,1098.4335625
850,850,-414888.4216,0.7,1.0,0.2,30,0.9,2,1,0,0,1,1,1,0,1,1,0,77.99801424420936,54.60517405252739,27.585531000443343,687.289226903068,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.1411,25.0819,52202.85840097168,1356.4360465897,1159.398573
851,851,-220976.3341,1.0,0.8,0.2,20,1.0,2,1,0,0,1,1,1,0,1,1,0,59.163448198294354,32.94285808434311,34.144806188563,816.1938033301144,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.2867,14.5961,31041.329822748903,486.7172104103,1070.9186623
852,852,-439590.2875,1.0,0.9,0.1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,84.74245141849205,65.86084638514706,34.803059981981065,837.4723167192215,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.2915,16.8518,59411.90042333242,1049.1355337902,1257.2783012
853,853,-260101.6045,1.0,0.8,0.4,45,0.9,2,1,0,0,1,1,1,0,1,1,0,84.08599873174694,65.5723722212513,33.146065302872316,926.3458584670158,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0682,23.1599,64869.65414976447,1567.0033466578,1328.6346961
854,854,-383719.2876,0.7,0.8,0.2,40,1.0,2,1,0,0,1,1,1,0,1,1,0,58.52313683490928,39.945511432927276,23.498970199143322,622.5882330453494,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.8476,33.9133,37613.26912830503,1330.5207374948,1340.0087312
855,855,-151221.1606,0.8,0.7,0.7,50,1.0,2,1,0,0,1,1,1,0,1,1,0,88.87796843054386,70.03718717238276,36.015938706322906,1071.3169159351814,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0402,21.8753,63470.37210621668,1452.9062628647,1706.5295988
856,856,-241636.7335,1.0,0.8,0.4,25,0.9,2,1,0,0,1,1,1,0,1,1,0,55.31420563826889,36.097822356297044,32.79210296177739,968.7378235227897,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.9039,18.6939,31689.955237784794,637.0191585518,950.8934243
857,857,-186689.3498,0.8,1.0,0.4,30,0.9,2,1,0,0,1,1,1,0,1,1,0,57.05593979755473,39.13227031755788,34.0599157680059,1134.3249560030638,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0968,17.6045,35312.574740620665,670.9979204257,976.5003116
858,858,-53168.7287,0.8,1.0,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,65.57806684953422,46.95884710589,30.36512986668579,879.2533729704795,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.05321132135396387,13.9723,26.4482,38388.33150630997,1067.2538789508,1757.3754135
859,859,18766.4304,0.8,0.8,0.4,50,1.0,2,1,0,0,1,1,1,0,1,1,0,41.679833743967436,22.461278190252827,23.19527240677226,619.0832941861554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2725357196026977,10.182,17.093,20744.660792964904,381.0051355799,1035.4892471
860,860,93554.8629,0.8,0.7,0.8,60,1.0,2,1,0,0,1,1,1,0,1,1,0,52.11176396630275,31.66063739798907,30.78949973737133,794.0692963344494,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6089891518577741,11.7475,14.7379,31300.317807643136,497.7095782258,1080.242564
861,861,-137771.9032,0.8,0.7,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,77.09339023458615,59.81283564279671,35.22820714258428,1039.1477357917806,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.4169,20.3116,62096.06252402853,1333.1695046744,1177.6710626
862,862,-433474.5818,1.0,0.7,0.7,20,1.0,2,1,0,0,1,1,1,0,1,1,0,72.76087544264742,53.08816310344075,34.83397276349903,1018.0193774646966,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.8437,21.9944,40557.46640141542,945.1254863775,1380.4982852
863,863,-38145.3423,0.7,0.8,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,57.52982202466939,37.399129615638856,26.22166381162978,684.9431477743392,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07120763579882389,11.6037,27.7089,32179.782703097855,938.6281609364,1271.9477428
864,864,-1295.9693,1.0,0.8,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,56.038459318725245,36.05711124040523,33.08355652168932,968.8860675230786,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2157896885081864,11.8952,14.2603,38574.50939335941,592.5837142508,948.979085
865,865,-54356.5743,0.8,1.0,0.5,60,1.0,2,1,0,0,1,1,1,0,1,1,0,80.64056230392643,59.85047143116612,35.54382209168918,1041.946001820837,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11139186182867376,14.0984,20.9709,62667.92695991131,1383.2839002155,1447.309397
866,866,7392.0683,0.8,0.7,0.2,60,1.0,2,1,0,0,1,1,1,0,1,1,0,74.01213226166075,52.52093493882097,28.308933911408786,698.9039087558226,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.20914483203817955,10.4971,22.3586,52853.377399073324,1228.8728880614,1287.822598
867,867,-564481.7318,1.0,0.7,0.8,20,1.0,2,1,0,0,1,1,1,0,1,1,0,74.23968788828545,55.42739263222735,33.54687325574925,863.0929081493414,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0876,28.6192,39452.159787397315,1190.9749675795,1493.8845442
868,868,-67434.2114,1.0,1.0,0.7,45,1.0,2,1,0,0,1,1,1,0,1,1,0,65.23382749162715,43.27181530684008,25.271000871190772,514.9498307064179,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5122,19.5555,38913.09284917639,793.6261423052,1477.0178976
869,869,-58208.8443,1.0,0.8,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,90.62818511879772,69.40214389397926,36.62635212505879,1068.962414901873,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11351141929895596,11.2363,21.8851,72377.50631347073,1660.5223850203,1370.2180055
870,870,-318946.3584,0.8,0.7,0.3,30,1.0,2,1,0,0,1,1,1,0,1,1,0,80.91015660494037,60.794177915563594,36.01120144371156,1041.9567247323162,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0625,19.2276,55207.565307976394,1117.0022089863,1369.6645318
871,871,-165989.8417,0.8,1.0,0.5,35,0.9,2,1,0,0,1,1,1,0,1,1,0,81.27376746899208,62.503247613096605,31.83994377883538,829.7520821788362,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.995,17.1257,58390.52082074836,1042.457384725,1214.905696
872,872,-76240.5957,0.7,0.8,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,41.41721793199639,21.40593816752801,23.101782628622818,588.6125818013725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.8061,16.7104,18465.95581457833,332.2945091942,890.3686471
873,873,10380.8977,1.0,1.0,0.9,45,0.9,2,1,0,0,1,1,1,0,1,1,0,38.567388017103625,21.374098221539505,21.78325548394793,591.3461128641006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21858647961896982,7.9518,16.2748,18408.93388339065,322.4100970946,914.0331792
874,874,-313930.9363,1.0,1.0,0.3,20,1.0,2,1,0,0,1,1,1,0,1,1,0,56.77824425551741,35.95349959581237,33.36689885894816,966.5421586683144,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.6793,19.8179,29868.568200233956,635.3622160948,1114.1406452
875,875,-283512.5207,0.7,1.0,0.5,45,0.9,2,1,0,0,1,1,1,0,1,1,0,70.93137334812995,52.408346093893655,35.126482178079115,1040.5162430087782,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0014,24.9291,51888.6115889793,1371.5417880379,1270.6531696
876,876,-75276.8891,0.9,0.7,1.0,50,0.9,2,1,0,0,1,1,1,0,1,1,0,78.6214957281381,60.642287717500714,30.236777232274072,753.4433666721793,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.006276967616829775,11.7891,21.539,50519.65170588353,1133.0567658464,1688.4299084
877,877,-49373.6215,0.7,0.9,0.6,55,0.9,2,1,0,0,1,1,1,0,1,1,0,73.10461453455886,55.37719030945625,25.553193553160586,692.3984409507336,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07721214012680401,12.7521,22.0697,51888.64285783974,1185.3609087429,1454.6059314
878,878,42858.0349,0.8,0.8,0.8,50,0.9,2,1,0,0,1,1,1,0,1,1,0,87.43430234996907,69.38969187465784,31.971480223881873,744.6020906210853,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2956920211367017,9.5959,16.1973,63983.96298647462,1075.561157193,1419.1407484
879,879,-182351.0754,0.7,1.0,0.6,55,1.0,2,1,0,0,1,1,1,0,1,1,0,71.14521795946936,50.843333475097566,35.556918820605325,1032.7929910349656,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15.4093,24.1423,51394.52684064288,1318.820122636,1461.657852
880,880,-490007.5425,1.0,0.7,0.4,30,0.9,2,1,0,0,1,1,1,0,1,1,0,80.3774273792632,60.93093173742949,29.570963198120694,863.5791995397168,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.8201,27.16,53061.66125580617,1495.8867649024,1335.3585619
881,881,43809.3194,1.0,0.8,0.1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,42.399925534284684,25.06504059020328,24.090030851417737,690.5268634789326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4201067918377135,8.9342,15.2454,23993.853692447374,393.3860635615,859.537502
882,882,-113823.4725,0.7,0.8,0.5,40,1.0,2,1,0,0,1,1,1,0,1,1,0,50.728788827297436,32.43299814309738,30.091979663916746,769.8961678305701,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.6346,19.3029,28910.002388120483,599.2461880542,1089.1341111
883,883,-31310.0821,0.7,0.9,0.4,55,1.0,2,1,0,0,1,1,1,0,1,1,0,65.45963634822513,41.85650302279035,24.889144888055583,514.1678816796109,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09864986851009558,10.793,23.4602,40278.582323929906,982.7270480052,1320.7012797
884,884,-171956.122,0.7,0.9,0.8,55,0.9,2,1,0,0,1,1,1,0,1,1,0,80.45801284887072,63.625432900693134,31.24358559181848,760.4442672423487,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.666,22.4015,65851.00009382691,1536.5333515258,1570.1466945
885,885,-159931.3654,0.8,0.8,0.5,40,0.9,2,1,0,0,1,1,1,0,1,1,0,60.02512168480136,42.158004331123436,28.669436103921974,803.0181921429663,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.5899,22.3928,37512.25124527326,885.7879989637,1087.0185666
886,886,13823.7831,0.8,0.7,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,47.774646972028556,28.630299591018755,27.19633333397271,761.981855445683,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.24763699262965358,11.16,15.9846,27609.389715581783,474.2836327006,1051.4471783
887,887,-451830.5405,0.9,1.0,0.6,20,0.9,2,1,0,0,1,1,1,0,1,1,0,72.19572791520339,55.07590092652293,34.98250606998638,1021.0921849966657,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.8769,22.1724,43925.19431997382,1032.2941639528,1179.1822997
888,888,-105452.9578,1.0,1.0,0.2,35,0.9,2,1,0,0,1,1,1,0,1,1,0,55.137093905122015,35.759932598368394,32.52724706865596,968.6026612625162,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.864,15.7097,33228.67957464161,562.0504295395,946.6318913
889,889,26006.8775,0.7,1.0,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,86.641030795696,66.68266616567023,34.550168970428444,924.231701842687,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.26941566090091484,17.0638,17.9434,66448.68367380739,1245.7942428337,1855.945485
890,890,-87112.658,0.7,0.8,1.0,50,1.0,2,1,0,0,1,1,1,0,1,1,0,88.9423700828698,66.92946244988144,35.776375785863706,923.1498160205398,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0012670561213389696,11.9114,20.8037,57372.231077502045,1247.4710306671,1845.7056514
891,891,-552154.1744,0.9,0.9,0.8,20,1.0,2,1,0,0,1,1,1,0,1,1,0,74.25343155771803,53.96685006252694,34.42258889616596,1024.6284457764848,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0453,29.0316,39335.51511026559,1206.7204028937,1447.9973293
892,892,-191941.1591,0.8,0.9,0.5,40,0.9,2,1,0,0,1,1,1,0,1,1,0,72.48382829026116,54.49689118535984,28.98308667002545,818.1967699146398,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.9222,21.4973,49709.160397912645,1114.0142141644,1286.0068734
893,893,-40085.7537,0.7,1.0,0.4,50,0.9,2,1,0,0,1,1,1,0,1,1,0,85.0426124513429,65.42042308724143,33.798335879639424,757.2975896286526,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.11558121601106985,10.8532,17.8916,65268.45984561095,1218.6267379271,1303.9271038
894,894,-524491.2523,0.7,0.9,0.9,20,0.9,2,1,0,0,1,1,1,0,1,1,0,79.15050847580139,58.38673459307837,29.076531220387796,687.1458126450616,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.3478,29.5366,38418.31978788169,1186.7426896839,1627.2478479
895,895,-547998.7121,0.9,1.0,0.8,20,1.0,2,1,0,0,1,1,1,0,1,1,0,63.8219252024772,41.586482760402845,26.012106163041217,685.8715684978786,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.9914,46.8716,21915.7686985057,1339.8057090039,1789.4456146
896,896,-40460.1557,0.7,0.9,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,78.59708795716732,57.823294851136346,35.36361965466386,1035.6555670246228,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1166950858127803,10.621,16.882,60270.902550023085,1074.5112879995,1144.0718813
897,897,-153699.5928,0.7,0.7,0.7,25,0.9,2,1,0,0,1,1,1,0,1,1,0,39.80276330350757,24.061246852349857,23.850548920954203,656.7374278324139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0801,18.2433,20399.32280699852,399.7401670473,898.2255542
898,898,-109150.248,0.7,1.0,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,77.46544439321191,57.786669349155545,28.12360896063935,689.0638455362779,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.3318,22.6418,57911.63678048573,1361.4032278687,1157.0596075
899,899,-474649.0468,0.7,0.9,0.9,20,1.0,2,1,0,0,1,1,1,0,1,1,0,77.58832207193687,57.7553515740253,30.801525679939864,843.0705416341814,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.2247,23.7629,42449.51955387674,1057.2173868251,1689.4204379
900,900,118240.4626,0.8,1.0,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,77.96370238661947,57.874982561245716,29.570320765059098,684.7615240564907,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4690065167339695,10.4125,18.1526,57621.972307779906,1088.5385816425,1233.5870061
901,901,-279589.4945,0.9,0.9,0.8,25,0.9,2,1,0,0,1,1,1,0,1,1,0,63.07197501425511,42.625681072404035,31.082265509563182,696.845373700789,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0228,21.0594,34250.422674670044,762.5747161932,1127.2648555
902,902,-422374.3688,0.9,0.8,0.5,30,1.0,2,1,0,0,1,1,1,0,1,1,0,99.20089055946207,78.98427899916825,35.003803956255936,899.2652961636325,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0326,20.8831,70997.13540578909,1541.1805861057,1548.2635804
903,903,-51239.7084,0.7,0.9,0.6,40,0.9,2,1,0,0,1,1,1,0,1,1,0,58.97735229745985,34.80267444314981,34.53120746286676,818.1284341547091,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.28,14.6632,34766.97080752863,549.7721620421,912.6923118
904,904,-105145.3138,0.9,1.0,0.7,60,0.9,2,1,0,0,1,1,1,0,1,1,0,74.25906363355762,54.57416629025188,34.181124261838946,921.4799411116969,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.011485790096527098,17.1764,22.8079,56423.208447650635,1357.0062523874,1501.6553463
905,905,85046.5923,0.7,0.8,1.0,60,0.9,2,1,0,0,1,1,1,0,1,1,0,48.394329251683416,29.398140228849723,23.971922262228045,614.2738430547669,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5161317128091446,8.5415,19.9781,24833.754460246542,526.6671994891,1080.0527228
906,906,-96420.7857,0.7,0.8,0.6,45,1.0,2,1,0,0,1,1,1,0,1,1,0,61.80192485125744,43.16243267557836,24.417361200150676,658.768775106202,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.2139,21.1485,37616.16219102847,829.7277369903,1446.5824851
907,907,-95304.8999,0.7,0.8,0.6,50,1.0,2,1,0,0,1,1,1,0,1,1,0,71.0186050398699,54.922836328227795,30.44995857392962,990.9436445689034,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.7874,21.4067,49605.49511610641,1111.4631206228,1484.7156038
908,908,-482734.905,0.8,1.0,1.0,35,1.0,2,1,0,0,1,1,1,0,1,1,0,81.06554895739939,64.06841114404989,31.512184841336783,1018.3841117842895,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.4279,29.4082,50099.98810563401,1538.7217440186,1902.3211671
909,909,-342831.0357,0.7,0.7,0.3,35,0.9,2,1,0,0,1,1,1,0,1,1,0,82.22248319175759,60.64985743055779,36.65306644996514,1038.8428966447923,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.1437,23.3706,55941.635906831725,1375.3965800389,1187.1897547
910,910,-313111.0044,0.8,1.0,0.3,30,0.9,2,1,0,0,1,1,1,0,1,1,0,90.71104398768217,70.08619571785893,37.28962848349982,923.8995326556312,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0363,18.204,65915.60318454832,1256.7680737207,1251.3754197
911,911,-10103.0935,0.7,0.7,0.5,60,0.9,2,1,0,0,1,1,1,0,1,1,0,76.9128373202469,54.94256427303473,34.375682557381865,887.9631597176507,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1841152983289799,11.5526,20.7744,56293.510218206924,1232.1047137702,1213.4875556
912,912,-351385.1226,0.9,0.7,0.4,25,0.9,2,1,0,0,1,1,1,0,1,1,0,57.73876040240559,40.772344091584664,24.112710321379105,580.4386933180322,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.6249,25.4404,35071.73153247994,934.2030617859,1099.1121504
913,913,-56463.5613,0.7,0.8,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,68.23805866775888,52.50811933136319,25.734334892561076,704.7920565778163,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06510133538303983,15.3971,24.5373,48272.299632303046,1230.7867217396,1707.7443392
914,914,-238992.4978,0.7,1.0,0.8,50,0.9,2,1,0,0,1,1,1,0,1,1,0,78.82270223442674,62.467575864960104,30.144677001007835,901.416980063656,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.7608,26.4791,55263.500103324885,1520.6309442426,1594.2242803
915,915,21231.0415,0.9,0.9,1.0,60,0.9,2,1,0,0,1,1,1,0,1,1,0,53.26938478056151,33.743376664031025,31.257576618605775,970.8917478059077,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.29695836300443856,12.839,16.6738,35477.93073419681,635.7196202691,969.9283028
