n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
88,88,-356574.4956,0.9,0.7,0.5,30,0.9,2,1,0,0,1,1,1,0,1,1,0,78.4301106133189,58.62021473084073,35.55858268786464,1036.134587731735,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.7488,22.4685,49515.1822553072,1173.0698994381,1243.8144951
89,89,-225525.7359,0.8,1.0,0.3,20,0.9,2,1,0,0,1,1,1,0,1,1,0,46.001796404700634,27.135938547030875,26.023060744849452,764.1068987601791,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.7944,18.5687,23986.050304564735,477.0856861303,900.8037352
90,90,93557.4605,0.9,1.0,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,64.19387426808939,41.46863222123819,38.1797287206909,964.2049693947188,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5565307628884814,11.7403,13.5862,44158.06509584507,649.1740367845,1112.4248006
91,91,-78177.2627,0.7,1.0,0.9,35,1.0,2,1,0,0,1,1,1,0,1,1,0,42.64177386695486,25.054836813750295,25.317971373247126,735.9466929790965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.7243,16.7497,22130.50357087605,399.1172189156,1078.2755141
92,92,-223238.1013,0.9,0.9,0.1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,81.7718110316091,62.38370292687813,30.64712821167646,862.3466019838936,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.4196,23.4767,61497.05661195204,1499.203329466,1318.8590679
93,93,-122364.9651,0.9,0.7,0.8,55,0.9,2,1,0,0,1,1,1,0,1,1,0,72.4971697331865,53.26168924980449,30.896680008860127,730.5242297838847,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,15.4902,21.6441,55325.447838370004,1253.0088519773,1363.5887223
94,94,-171565.3918,1.0,0.9,0.9,40,1.0,2,1,0,0,1,1,1,0,1,1,0,67.95899102389376,48.93599674947706,34.2518324648189,1009.5206058364543,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.3428,21.3752,41377.248541689914,938.4021054022,1350.3153937
95,95,-399348.6834,0.7,0.7,0.8,25,1.0,2,1,0,0,1,1,1,0,1,1,0,74.12430858626344,51.70686444473045,28.203696973826176,732.7877965138767,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.3506,26.1076,38269.12664168188,1045.8342720895,1632.0588236
96,96,-279781.0701,0.9,0.8,0.2,35,1.0,2,1,0,0,1,1,1,0,1,1,0,65.55042522506595,47.81817537209905,29.60157863583592,855.8163632193284,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0106,22.7408,44722.00187153807,1067.3536560653,1234.2636109
97,97,9364.6047,0.7,0.8,0.2,55,1.0,2,1,0,0,1,1,1,0,1,1,0,53.45341979590465,33.34531126213827,31.486141794895822,767.3008932565199,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.23916243402340898,12.3233,16.6022,33532.725371585526,598.9431129863,1078.4721802
98,98,-288368.9193,1.0,1.0,0.9,30,0.9,2,1,0,0,1,1,1,0,1,1,0,67.19115146756296,48.591844080989176,30.636120710610744,715.0847701731341,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.8522,24.4527,37294.877799756745,960.2366694586,1276.3533946
99,99,-295202.4577,0.9,0.8,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,65.55576055829891,49.0201648444159,26.961276078726502,834.2411400930018,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.5891,20.5736,43794.75988313797,941.1962949183,1288.5727
100,100,4097.9473,0.7,0.7,1.0,45,0.9,2,1,0,0,1,1,1,0,1,1,0,48.967933787931145,30.84394569129384,28.109611165447994,871.0284247304787,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.19754602898975215,8.3684,15.6885,27637.39910340098,466.1910702689,948.1359615
101,101,-202880.1782,1.0,0.7,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,76.768211504656,56.81976751278604,27.595152770029575,690.1722865623062,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.203,22.4216,46340.5195225417,1079.9077516937,1650.7875916
102,102,-88765.8186,1.0,0.9,0.7,45,1.0,2,1,0,0,1,1,1,0,1,1,0,60.44846698326256,44.67281984520947,26.898380036425866,816.2129769959274,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.591,19.8822,39022.360658604164,813.8929749242,1396.3311345
103,103,93061.7161,0.7,0.7,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,35.22597914573317,16.297164975669553,19.409163131861007,446.5086083128975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8861711499460236,7.831,15.5588,14256.737707539205,239.750490466,1066.5494706
104,104,-65731.9873,0.7,0.8,0.4,40,0.9,2,1,0,0,1,1,1,0,1,1,0,48.12091925558581,28.9463701355891,28.31805098848139,796.7398895658828,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.3589,17.8668,25656.38756499761,493.7244018654,907.2398477
105,105,-67548.1611,0.9,0.7,0.1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,91.11491060740343,71.69811982669377,29.0836980462455,692.8680801511898,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04758796695499826,7.3078,18.6655,71459.23724369159,1377.8033350109,1266.7426857
106,106,-509504.282,0.7,0.9,0.9,20,0.9,2,1,0,0,1,1,1,0,1,1,0,62.97693147951519,46.6534258065833,25.679450478611205,687.9723101764163,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.4116,32.5875,31375.457705654324,1072.2300628944,1410.4113578
107,107,-421264.1104,0.9,0.9,0.8,20,1.0,2,1,0,0,1,1,1,0,1,1,0,57.618041966501856,39.18373064858096,24.743504319770675,706.1484396217237,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.497,31.4718,25858.78780944641,862.2760606169,1419.7340542
108,108,-301895.8952,0.9,0.8,1.0,40,1.0,2,1,0,0,1,1,1,0,1,1,0,84.34433540504423,63.33826532012702,32.87994911978361,896.2408893220487,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.4244,25.0831,50789.99936716477,1328.6075671444,1873.7723739
109,109,-230861.7174,0.9,0.8,0.4,50,1.0,2,1,0,0,1,1,1,0,1,1,0,69.36498703852077,51.78884039692568,34.296333962705255,1040.247618803928,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.7495,27.8094,46369.46890876767,1364.9537563977,1414.7604195
110,110,-454704.7004,0.7,0.7,1.0,30,1.0,2,1,0,0,1,1,1,0,1,1,0,83.75492254969672,63.44479628228969,32.69955557743944,896.7272591661409,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.1751,26.9932,47050.1840946315,1327.2097676384,1878.0069474
111,111,32709.5534,1.0,1.0,0.1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,85.46179322570381,62.22782062278853,32.231396086294694,858.6895833485951,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.27023261389374553,9.235,18.4617,62052.2173934335,1190.755209304,1317.7373711
112,112,-125773.0648,0.7,0.7,0.9,50,0.9,2,1,0,0,1,1,1,0,1,1,0,82.31197957482553,59.624118806896206,31.61805244326392,748.6409114435087,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.4321,22.8048,52428.46202982604,1243.0084774293,1610.3892475
113,113,-164422.9967,0.7,0.8,0.9,25,1.0,2,1,0,0,1,1,1,0,1,1,0,53.07051370177486,32.03479723074335,30.215093121228534,867.7266947685804,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.9195,14.7919,29497.19527169859,468.108045851,1096.4121952
114,114,-329610.2962,1.0,0.7,0.2,20,0.9,2,1,0,0,1,1,1,0,1,1,0,62.12556561006604,41.03839068374866,23.201437144644693,517.2199057319164,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5902,20.2463,37328.07448180235,789.4641873313,1040.7289393
115,115,-172565.4246,1.0,0.8,0.6,40,1.0,2,1,0,0,1,1,1,0,1,1,0,78.52285656591411,59.49357122872148,35.81968824761159,1036.6405434502021,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.7446,19.6284,52014.28476074368,1077.2434752575,1455.6779046
116,116,-419555.6336,0.7,1.0,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,88.8724505274508,66.64117742674114,35.646333929080086,921.8368935537961,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.6421,24.5599,53390.002307552895,1371.2480778508,1548.0260474
117,117,-3556.2719,0.7,1.0,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,46.85130037626497,27.783046731880397,26.317170508184837,871.716866374832,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1768786562898322,10.6422,16.96,26937.721610998946,489.5836852228,916.4591521
118,118,-493425.4219,0.7,0.8,0.1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,97.23058086200194,77.03108340213718,37.48670975600884,1053.8684815886204,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.9716,17.4756,72333.63587260267,1321.3638517365,1136.7495851
119,119,-117415.7036,0.7,0.8,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,78.59353276511786,60.28850424334413,32.648958361889946,999.195319091379,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.319,21.8644,59739.35464876354,1367.3257595218,1158.7755165
120,120,-457665.8752,1.0,0.7,0.5,25,0.9,2,1,0,0,1,1,1,0,1,1,0,86.80883006622678,65.496699174326,37.22759847947901,1049.510010515925,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.1568,23.4416,52913.034264056536,1304.6000415021,1309.0625769
121,121,113282.5002,1.0,0.9,0.2,60,0.9,2,1,0,0,1,1,1,0,1,1,0,102.71503411270567,85.84778245284039,37.68465944391042,1074.0775467531282,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.38724453576693063,8.6346,18.3495,87679.75591797095,1681.0168478711,1232.89559
122,122,-340143.0507,1.0,0.7,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,52.48061412287109,35.36193977965175,23.318932599037126,688.262742735684,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.1631,32.2204,25263.444832955698,855.2814125607,1500.5660658
123,123,-154114.9741,0.8,0.7,0.4,25,1.0,2,1,0,0,1,1,1,0,1,1,0,47.93147113402994,26.07171407016495,26.99101601467828,630.9642412121339,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.375,15.4563,24576.60653985123,407.7847854054,1046.2434025
124,124,-429952.9667,0.9,0.8,0.1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,77.36791655522767,56.76779620850712,36.52983600894107,1022.921562596495,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.1162,18.6324,50262.88710199316,990.0071765266,1246.8297217
125,125,26786.7323,1.0,0.8,0.3,55,1.0,2,1,0,0,1,1,1,0,1,1,0,75.6019259202987,57.34155163115943,32.92558887539087,1024.8434520406258,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.26475892720499367,11.2861,17.8474,56513.04297218456,1058.4159989167,1356.2348876
126,126,-126585.8523,0.7,0.8,0.3,50,1.0,2,1,0,0,1,1,1,0,1,1,0,70.50597917539396,52.747017828164715,31.085250984431735,865.3417262960343,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.8119,22.4555,50348.38131906766,1185.908329957,1321.059171
127,127,35323.3,0.7,0.8,1.0,55,1.0,2,1,0,0,1,1,1,0,1,1,0,52.12858457314917,27.68247623507977,28.809061030976622,756.5097867634354,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3664343262146877,12.0773,16.068,27315.109840275032,471.8485572571,1093.4350099
128,128,-140487.1134,1.0,0.7,0.5,30,1.0,2,1,0,0,1,1,1,0,1,1,0,53.762186386823,30.486826123910603,31.236529035768932,793.1441670129404,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.7888,16.6152,27985.850860779807,500.6851427647,1069.6738087
129,129,99242.217,1.0,0.7,0.2,60,1.0,2,1,0,0,1,1,1,0,1,1,0,82.84406716328942,60.61562804474904,34.60565488629376,905.462509484893,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.44079757567374495,10.4103,17.4717,61070.54860081576,1117.2792504512,1328.9965693
130,130,-94682.6717,0.9,0.8,0.3,50,1.0,2,1,0,0,1,1,1,0,1,1,0,82.24303005978828,63.503768480533324,30.958857974036167,972.9484018283878,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.5461,21.0202,60739.89672922684,1327.1500458398,1462.8333004
131,131,-60210.3641,0.9,0.7,0.3,40,0.9,2,1,0,0,1,1,1,0,1,1,0,55.1709139256609,37.00476873068146,32.95506875006049,968.2014143859537,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8315,14.3957,36162.96763442553,561.3516024105,948.4058701
132,132,148185.841,1.0,1.0,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,85.7439850569713,66.77539857019163,29.830774458387385,774.2104218123206,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5172310455803936,8.005,18.3353,66302.96865501773,1259.641425327,1165.5864619
133,133,-519548.2611,0.8,0.8,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,87.33703303716763,65.97147610310888,34.699125480630144,923.748710584545,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0108,28.1185,53321.62307427409,1566.3069854821,1555.1513362
134,134,84008.6889,1.0,0.9,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,56.24772327318216,35.56625973555301,33.00917399683933,967.3541028932879,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5607065542011291,11.1007,14.04,37063.55483892977,560.8377256264,948.6899222
135,135,-37800.5165,0.9,0.8,0.1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,48.51886754322423,31.33578560062902,29.101731557853427,797.9941628652143,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.015288982345838226,9.5154,14.4974,30155.770502012347,471.0448667763,892.7482077
136,136,-546762.6751,0.8,0.8,1.0,25,1.0,2,1,0,0,1,1,1,0,1,1,0,67.8000105495083,48.046290494142795,30.904539253485808,841.3096229187179,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.3869,33.8908,36759.804034067194,1313.5058496942,1746.9929768
137,137,38497.9837,0.8,0.7,0.9,55,0.9,2,1,0,0,1,1,1,0,1,1,0,61.14138250638932,38.19178924825019,35.90671000304574,962.9604118134662,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3601380498937381,10.13,14.7423,39960.03254036173,636.476828849,954.9044799
138,138,-209993.2541,0.8,0.9,0.5,50,0.9,2,1,0,0,1,1,1,0,1,1,0,91.6950471036227,70.3303124765639,37.32410750721912,1067.8737333957488,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0862,21.8021,72625.53945720643,1661.1237999512,1401.8070594
139,139,-172848.7309,0.8,1.0,0.2,40,1.0,2,1,0,0,1,1,1,0,1,1,0,74.1273299755822,56.4174329898693,35.38365366125027,1175.3223802160096,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.6273,19.4693,52755.79467937887,1087.4906422134,1256.8338345
140,140,-226439.9817,0.7,0.7,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,71.55817721829509,50.81912441313452,34.984866513977686,1038.524669125499,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.5381,25.5484,50456.9821657407,1364.9725792294,1336.4957686
141,141,-292828.2901,0.8,0.9,0.6,20,1.0,2,1,0,0,1,1,1,0,1,1,0,48.33462281917682,31.32698359388002,28.796139018870562,772.0281581152246,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.6155,21.6924,23789.187291331433,552.0332813553,1094.8868411
142,142,-220161.5235,0.8,0.9,1.0,25,0.9,2,1,0,0,1,1,1,0,1,1,0,56.683678030020374,38.601148860117426,33.748331473789605,1132.8065994308297,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.7096,17.1783,33437.01409703276,619.6504288303,988.9896905
143,143,-229022.2197,1.0,1.0,0.2,45,1.0,2,1,0,0,1,1,1,0,1,1,0,84.75097330651593,64.83255769198331,36.00517755624698,1051.733911661605,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.2528,22.168,64031.27616884213,1489.7429716109,1366.0414047
144,144,-178520.6047,0.9,0.9,0.9,25,1.0,2,1,0,0,1,1,1,0,1,1,0,52.45466677547355,35.39516690780677,31.77701386093281,824.3649189500725,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.1972,14.9438,30552.014357329834,490.5451224803,1088.0744586
145,145,-745544.3584,0.8,0.8,0.6,20,1.0,2,1,0,0,1,1,1,0,1,1,0,85.59014527350895,65.90973158581654,33.87564244079895,870.5004149374108,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.7027,33.3827,46404.46508235537,1621.2560637066,1640.2964118
146,146,-254111.4161,0.7,0.7,0.1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,78.8419368326375,60.15800070790511,30.079390053548806,753.2573128106219,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.9385,23.1348,59216.049190405276,1423.9731126643,1101.1355776
147,147,-291502.4263,0.8,0.7,0.1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,80.94795305555724,63.287213836475125,36.285970769453286,1206.241095022649,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.5297,18.3771,59005.1495845505,1143.236243319,1139.3609589
148,148,-241413.9905,0.7,0.7,0.2,45,1.0,2,1,0,0,1,1,1,0,1,1,0,81.1532673019561,64.26463421892173,34.33447031853461,1057.0187207637607,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.977,22.3987,63425.5754607532,1489.5326046765,1369.0728116
149,149,-184270.0523,0.7,0.7,0.4,40,0.9,2,1,0,0,1,1,1,0,1,1,0,83.66557037298037,61.74652172877781,31.33575530550256,860.2343335051286,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.4069,20.066,56930.85350598392,1186.3596692539,1327.2139177
150,150,-401697.7844,0.7,0.8,0.6,20,0.9,2,1,0,0,1,1,1,0,1,1,0,73.46580485758685,53.1589695126264,30.12710596238403,789.7143130455454,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8573,20.1912,47156.694692812496,996.4602311867,1164.8875475
151,151,-272530.276,0.8,0.7,0.9,40,1.0,2,1,0,0,1,1,1,0,1,1,0,64.72589270924101,43.3063932401601,32.42849802108047,876.5503380492071,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.014,29.6666,35068.69979509908,1101.5321985294,1461.5567456
152,152,-224173.7788,0.8,0.7,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,73.77514336870857,53.08340988165557,33.52185706241868,866.0483013366305,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,17.1407,27.265,55924.67746862683,1603.8556579459,1525.5259229
153,153,-23790.0114,1.0,0.7,0.1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,58.18501450950734,35.776747793598744,33.87368058159102,966.4539787253805,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.13503293196586863,11.0073,15.5537,38023.15180807531,637.1308472788,944.1829667
154,154,10402.761,0.7,0.9,0.1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,54.18608791929654,35.98923089110214,32.30903911236691,969.5627489852427,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2633281953670012,12.4176,13.4836,38605.229900282124,560.6042064115,944.0333367
155,155,-419317.3627,1.0,0.7,0.6,20,0.9,2,1,0,0,1,1,1,0,1,1,0,67.23631553276772,48.484462766689774,31.590528171051016,876.8294872523945,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.8113,24.2297,36936.270032814304,944.0312810196,1163.464054
156,156,26882.1889,0.9,0.8,0.5,50,1.0,2,1,0,0,1,1,1,0,1,1,0,39.114099987567656,20.195573134865672,21.68610172913894,591.9347086961106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32027774825014144,9.3529,16.8391,17838.818127155835,323.3907276541,1039.3144498
157,157,-178868.815,1.0,1.0,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,93.12888082403592,72.4224779787007,38.41008408588553,1233.2225494106635,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.2493,22.6159,71488.68245473757,1697.9139884862,1393.150222
158,158,-103828.4413,0.9,0.7,0.7,45,1.0,2,1,0,0,1,1,1,0,1,1,0,65.67821146896213,45.0007519448089,29.25944882653008,811.6463276801703,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.961,21.7,38756.52807122377,883.3245898755,1380.588431
159,159,-255690.0411,0.8,0.9,0.7,35,1.0,2,1,0,0,1,1,1,0,1,1,0,77.3453876781877,58.716248559914945,31.962157657793334,880.5184348819683,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0394,21.3869,48345.98586236696,1081.716523216,1576.1488025
160,160,-36348.416,0.7,0.7,0.6,55,0.9,2,1,0,0,1,1,1,0,1,1,0,57.04475749465942,39.21413242231279,30.336946651872353,956.1235659892445,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.09933733175868377,13.6063,20.026,38913.195517537475,829.439531823,1121.5675
161,161,-364223.63,0.7,0.7,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,83.17864709455368,65.4891386130187,32.66717218360121,871.4963131781053,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.8089,21.1056,56789.194374006256,1250.1363922341,1529.4223557
162,162,-383353.5418,0.9,0.7,0.3,35,0.9,2,1,0,0,1,1,1,0,1,1,0,80.54697786865175,59.832833629685844,37.91725757331486,1063.60845695937,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.3445,26.6783,50932.57554723046,1436.8160615712,1291.7955313
163,163,-325038.4623,0.9,0.8,0.9,45,0.9,2,1,0,0,1,1,1,0,1,1,0,88.54751734452915,69.21440151545929,35.64738087931127,1069.4590258480744,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.6343,27.4383,57756.61237406249,1657.2544216929,1634.9405455
164,164,-650725.6888,0.9,0.8,0.3,25,0.9,2,1,0,0,1,1,1,0,1,1,0,81.9885221048754,61.22301932022879,38.659026321503916,1228.559425501328,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.6427,31.2355,50753.337182923104,1679.6716225127,1313.0072918
165,165,-249523.1459,0.9,1.0,0.5,45,1.0,2,1,0,0,1,1,1,0,1,1,0,83.13005755005663,64.85517087166453,35.35953037615566,1053.385126389319,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0323,23.5704,60173.74742026513,1487.6442457168,1501.9884741
166,166,-51898.4829,0.7,0.8,0.5,50,1.0,2,1,0,0,1,1,1,0,1,1,0,59.529383522637424,40.09560923450442,31.707856187704664,974.7219056482502,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03291791231402859,10.3399,20.1437,37625.541064437275,806.7245953264,1190.338658
167,167,100505.4776,0.8,0.7,0.8,60,1.0,2,1,0,0,1,1,1,0,1,1,0,34.28497944515019,16.8274915608259,19.20173058880499,448.5425670186209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9361877106003075,8.2744,14.9182,15016.557933177746,242.2445036038,1044.3002679
168,168,-573161.7584,0.9,0.8,0.4,20,1.0,2,1,0,0,1,1,1,0,1,1,0,71.64623545630391,53.3105694625702,31.665796570215054,984.7266720197892,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.2462,27.2766,42206.3687264641,1212.0795485149,1377.4611802
169,169,-467692.5485,0.7,0.7,0.8,35,1.0,2,1,0,0,1,1,1,0,1,1,0,91.60844665378974,72.20071912481612,37.91338676189128,1067.1146264828722,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.2858,25.8583,61053.93000546221,1656.8770188561,1737.4292074
170,170,-53240.7561,1.0,0.7,0.8,60,1.0,2,1,0,0,1,1,1,0,1,1,0,82.17124017173747,60.476352278652485,34.2333806302427,906.1376628413348,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10444955392701932,14.6925,22.0598,60363.991303122,1393.2065559621,1612.7874583
171,171,-303294.1041,0.9,0.8,0.3,25,0.9,2,1,0,0,1,1,1,0,1,1,0,70.15181682615867,51.32544205151621,32.37239837495259,881.6037588995813,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.5132,19.0541,45431.048497888114,910.8355156327,1095.2551259
172,172,-391323.0829,1.0,0.8,0.9,30,1.0,2,1,0,0,1,1,1,0,1,1,0,82.52398585554893,64.66450588270159,32.4715413266381,897.8813087777744,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.9585,24.0369,48070.43349696649,1208.7262954451,1812.8469775
173,173,-271440.6213,1.0,0.7,0.9,20,1.0,2,1,0,0,1,1,1,0,1,1,0,57.77856635844719,36.97877325127273,34.11046397340521,967.415883950828,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.5058,17.2735,30472.53971156196,565.6399043528,1125.2622378
174,174,-497033.6738,1.0,1.0,0.5,20,0.9,2,1,0,0,1,1,1,0,1,1,0,80.65277379698058,59.08302091976598,35.58606878446784,1019.3133512675226,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.3576,21.8439,50537.16975030853,1162.942308829,1154.5478506
175,175,-104943.315,1.0,0.8,0.5,45,1.0,2,1,0,0,1,1,1,0,1,1,0,77.58539467427603,58.30787895290274,30.664749521741854,955.008669913594,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.4126,18.8862,54850.89992112033,1079.7695744836,1495.4681648
