n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,DAKOTA_WF_CAIPAL,DAKOTA_WF_456,DAKOTA_WF_7,DAKOTA_WF_123,DAKOTA_WF_89,D_DLLO_IAV_89,DAKOTA_IAV_123,DAKOTA_IAV_456,DAKOTA_IAV_7,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
208,208,-27219.6918,0.30000000000000004,0.19999999999999996,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14954071068938257,10.0659,19.5948,70599.37952535566,1450.1157788754,1206.3146
209,209,-53034.7188,0.0,0.19999999999999996,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10539434766636596,12.3093,19.611,70599.37952535566,1451.3130658439,1289.2234
210,210,-26580.5497,0.09999999999999998,0.30000000000000004,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.15945460444047183,10.1476,19.0844,72418.17280792864,1450.0561793583,1038.4258
211,211,-61671.7266,0.09999999999999998,0.19999999999999996,0.5,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09130218487053988,13.057,19.6056,70599.37952535566,1450.9138634333,1316.8596
212,212,-62190.3565,0.19999999999999996,0.0,0.5,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09042600061553639,13.057,19.6234,70599.37952535566,1452.2301359275,1316.8596
213,213,-88518.7652,0.19999999999999996,0.30000000000000004,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04896194704613248,15.3004,19.5886,70599.37952535566,1449.6570837025,1399.7683
214,214,-27924.0091,0.09999999999999998,0.09999999999999998,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1482802134091947,10.0659,19.6172,70599.37952535566,1451.7715475083,1206.3146
215,215,-27110.6494,0.0,0.19999999999999996,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.15850505655723351,10.1476,19.1009,72418.17280792864,1451.3130658439,1038.4258
216,216,-35651.2644,0.0,0.30000000000000004,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13479951671491022,10.8137,19.5994,70599.37952535566,1450.4553817689,1233.9509
217,217,-35021.3366,0.09999999999999998,0.19999999999999996,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14442768316957894,10.876,19.0957,72418.17280792864,1450.9138634333,1066.062
218,218,-99057.3685,0.0,0.09999999999999998,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03285702358494516,16.0482,19.6226,70599.37952535566,1452.1707499189,1427.4045
219,219,-87054.8765,0.19999999999999996,0.30000000000000004,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05889623445185902,15.246,19.0791,72418.17280792864,1449.6570837025,1231.8794
220,220,-44059.8605,0.0,0.30000000000000004,0.3,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12039595145072268,11.5615,19.5994,70599.37952535566,1450.4553817689,1261.5871
221,221,-60740.4972,0.0,0.19999999999999996,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10092196992982781,13.061,19.1009,72418.17280792864,1451.3130658439,1148.9707
222,222,-35291.4813,0.19999999999999996,0.30000000000000004,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13543139543130397,10.8137,19.5886,70599.37952535566,1449.6570837025,1233.9509
223,223,-26567.6763,0.30000000000000004,0.19999999999999996,0.2,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.15947238615484002,10.1476,19.0851,72418.17280792864,1450.1157788754,1038.4258
224,224,-96337.663,0.19999999999999996,0.30000000000000004,1.0,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04448465972099712,15.9743,19.0791,72418.17280792864,1449.6570837025,1259.5157
225,225,-19648.9358,0.09999999999999998,0.0,0.1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17195942585349536,9.4193,19.1183,72418.17280792864,1452.6292315833,1010.7895
226,226,-88702.3551,0.09999999999999998,0.30000000000000004,0.8,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04867002372645548,15.3004,19.594,70599.37952535566,1450.0561793583,1399.7683
227,227,-36511.4568,0.09999999999999998,0.0,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1332755823555941,10.8137,19.6288,70599.37952535566,1452.6292315833,1233.9509
228,228,-96869.0151,0.30000000000000004,0.09999999999999998,1.0,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0436453841353301,15.9743,19.0964,72418.17280792864,1450.9734629504,1259.5157
229,229,-52684.7546,0.0,0.30000000000000004,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1059923861865353,12.3093,19.5994,70599.37952535566,1450.4553817689,1289.2234
230,230,-42572.5679,0.30000000000000004,0.30000000000000004,0.4,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.131269040865835,11.6043,19.0738,72418.17280792864,1449.2580948004,1093.6982
231,231,-52500.7555,0.09999999999999998,0.0,0.5,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11442258683562213,12.3326,19.1183,72418.17280792864,1452.6292315833,1121.3345
232,232,-95831.3591,0.09999999999999998,0.30000000000000004,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.019115295936516882,13.7501,21.8294,63449.96707092519,1450.0561793583,1455.0408
233,233,-52684.7546,0.0,0.30000000000000004,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1059923861865353,12.3093,19.5994,70599.37952535566,1450.4553817689,1289.2234
234,234,-43622.8886,0.30000000000000004,0.0,0.4,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12943451929075517,11.6043,19.1077,72418.17280792864,1451.8311470254,1093.6982
235,235,-88518.7652,0.19999999999999996,0.30000000000000004,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04896194704613248,15.3004,19.5886,70599.37952535566,1449.6570837025,1399.7683
236,236,-96705.175,0.19999999999999996,0.0,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.017746363463101336,13.7501,21.8622,63449.96707092519,1452.2301359275,1455.0408
237,237,-35540.0989,0.19999999999999996,0.0,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14350881952621514,10.876,19.113,72418.17280792864,1452.2301359275,1066.062
238,238,-70265.2458,0.0,0.0,0.7,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08535256873319955,13.7893,19.1235,72418.17280792864,1453.0284339939,1176.6069
239,239,-26218.6157,0.30000000000000004,0.30000000000000004,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1601002253436769,10.1476,19.0738,72418.17280792864,1449.2580948004,1038.4258
240,240,-27399.0275,0.19999999999999996,0.19999999999999996,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1492210541593755,10.0659,19.6002,70599.37952535566,1450.5147677775,1206.3146
241,241,-69363.6145,0.30000000000000004,0.09999999999999998,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08684540293458373,13.7893,19.0964,72418.17280792864,1450.9734629504,1176.6069
242,242,-97238.9448,0.09999999999999998,0.09999999999999998,1.0,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04306507435646722,15.9743,19.107,72418.17280792864,1451.7715475083,1259.5157
243,243,-27924.0091,0.09999999999999998,0.09999999999999998,0.1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1482802134091947,10.0659,19.6172,70599.37952535566,1451.7715475083,1206.3146
244,244,-77922.4815,0.19999999999999996,0.30000000000000004,0.8,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07330780918272084,14.5176,19.0791,72418.17280792864,1449.6570837025,1204.2432
245,245,-27744.6258,0.19999999999999996,0.09999999999999998,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14859961534617325,10.0659,19.6118,70599.37952535566,1451.3724518525,1206.3146
246,246,-59838.8659,0.30000000000000004,0.30000000000000004,0.6,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1024378563879933,13.061,19.0738,72418.17280792864,1449.2580948004,1148.9707
247,247,-78106.2551,0.09999999999999998,0.30000000000000004,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07300913459682187,14.5176,19.0844,72418.17280792864,1450.0561793583,1204.2432
248,248,-34852.7292,0.0,0.30000000000000004,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14472828297909632,10.876,19.0896,72418.17280792864,1450.4553817689,1066.062
249,249,-27565.2901,0.30000000000000004,0.09999999999999998,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14891912131570118,10.0659,19.6064,70599.37952535566,1450.9734629504,1206.3146
250,250,-95467.5735,0.30000000000000004,0.30000000000000004,1.0,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.01968285586364357,13.7501,21.8174,63449.96707092519,1449.2580948004,1455.0408
251,251,-35552.9431,0.0,0.09999999999999998,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14349095632521858,10.876,19.1122,72418.17280792864,1452.1707499189,1066.062
252,252,-43622.8886,0.30000000000000004,0.0,0.4,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12943451929075517,11.6043,19.1077,72418.17280792864,1451.8311470254,1093.6982
253,253,-35552.9431,0.0,0.09999999999999998,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14349095632521858,10.876,19.1122,72418.17280792864,1452.1707499189,1066.062
254,254,-35997.967,0.0,0.19999999999999996,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1341858909800688,10.8137,19.611,70599.37952535566,1451.3130658439,1233.9509
255,255,-35008.5887,0.30000000000000004,0.09999999999999998,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14444542800025564,10.876,19.0964,72418.17280792864,1450.9734629504,1066.062
256,256,-51785.2381,0.30000000000000004,0.09999999999999998,0.5,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11564541546741977,12.3326,19.0964,72418.17280792864,1450.9734629504,1121.3345
257,257,-51433.7717,0.30000000000000004,0.19999999999999996,0.5,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11624902931177121,12.3326,19.0851,72418.17280792864,1450.1157788754,1121.3345
258,258,-88133.2396,0.0,0.09999999999999998,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.057163037451092275,15.246,19.1122,72418.17280792864,1452.1707499189,1231.8794
259,259,-69952.0724,0.30000000000000004,0.30000000000000004,0.6,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07808520736661477,13.8048,19.5832,70599.37952535566,1449.2580948004,1344.4958
260,260,-19468.2952,0.19999999999999996,0.0,0.1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17228524356191552,9.4193,19.113,72418.17280792864,1452.2301359275,1010.7895
261,261,-96337.663,0.19999999999999996,0.30000000000000004,1.0,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04448465972099712,15.9743,19.0791,72418.17280792864,1449.6570837025,1259.5157
262,262,-44575.5903,0.09999999999999998,0.09999999999999998,0.3,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11949623171990754,11.5615,19.6172,70599.37952535566,1451.7715475083,1261.5871
263,263,-43985.7434,0.09999999999999998,0.0,0.4,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12880679659009028,11.6043,19.1183,72418.17280792864,1452.6292315833,1093.6982
264,264,-69205.6544,0.0,0.30000000000000004,0.7,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08711402192234628,13.7893,19.0896,72418.17280792864,1450.4553817689,1176.6069
265,265,-36331.5891,0.19999999999999996,0.0,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13359063666908713,10.8137,19.6234,70599.37952535566,1452.2301359275,1233.9509
266,266,-19648.9358,0.09999999999999998,0.0,0.1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17195942585349536,9.4193,19.1183,72418.17280792864,1452.6292315833,1010.7895
267,267,-96880.7986,0.09999999999999998,0.19999999999999996,1.0,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04362922066578737,15.9743,19.0957,72418.17280792864,1450.9138634333,1259.5157
268,268,-44407.9979,0.0,0.19999999999999996,0.3,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11979011932321731,11.5615,19.611,70599.37952535566,1451.3130658439,1261.5871
269,269,-36511.4568,0.09999999999999998,0.0,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1332755823555941,10.8137,19.6288,70599.37952535566,1452.6292315833,1233.9509
270,270,-98702.1807,0.0,0.19999999999999996,0.9,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03341548938210873,16.0482,19.611,70599.37952535566,1451.3130658439,1427.4045
271,271,-43879.3155,0.09999999999999998,0.30000000000000004,0.3,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12070791526283031,11.5615,19.594,70599.37952535566,1450.0561793583,1261.5871
272,272,-98690.1399,0.19999999999999996,0.09999999999999998,0.9,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03343163582760018,16.0482,19.6118,70599.37952535566,1451.3724518525,1427.4045
273,273,-44059.8605,0.0,0.30000000000000004,0.3,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12039595145072268,11.5615,19.5994,70599.37952535566,1450.4553817689,1261.5871
274,274,-96717.1462,0.0,0.09999999999999998,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.01773047162012059,13.7501,21.8613,63449.96707092519,1452.1707499189,1455.0408
275,275,-27412.2434,0.0,0.30000000000000004,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14920308197909773,10.0659,19.5994,70599.37952535566,1450.4553817689,1206.3146
276,276,-52840.7875,0.30000000000000004,0.09999999999999998,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10571910251644746,12.3093,19.6064,70599.37952535566,1450.9734629504,1289.2234
277,277,-96522.6524,0.09999999999999998,0.30000000000000004,1.0,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04419397798227195,15.9743,19.0844,72418.17280792864,1450.0561793583,1259.5157
278,278,-35202.8362,0.0,0.19999999999999996,0.3,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14410928490038216,10.876,19.1009,72418.17280792864,1451.3130658439,1066.062
279,279,-97238.9448,0.09999999999999998,0.09999999999999998,1.0,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04306507435646722,15.9743,19.107,72418.17280792864,1451.7715475083,1259.5157
280,280,-80688.2156,0.0,0.0,0.7,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.061059660645002574,14.5526,19.6342,70599.37952535566,1453.0284339939,1372.1321
