n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
68,68.0,1.0,0.0,2.0,1.0,0.7,1.0,2.0,0.9,0.8,0.9,20.0,-263.98874111819515,0.48617512011684705,412.50919244744244,9.021267745937735
69,69.0,1.0,0.0,2.0,1.0,0.8,3.0,1.0,0.7,1.0,1.0,40.0,-180.09010108906116,6.505456290033537,305.91554716382495,142.96457447634452
70,70.0,1.0,0.0,2.0,1.0,0.8,2.0,2.0,1.0,0.8,0.7,40.0,-217.49284554065994,6.455532174825935,361.98268301467743,128.0065137064195
71,71.0,1.0,0.0,2.0,1.0,0.5,3.0,1.0,0.9,0.8,0.8,60.0,-123.23495725968863,11.963835853492505,300.85283773106005,208.94148116152505
72,72.0,1.0,0.0,2.0,1.0,0.8,2.0,2.0,0.9,1.0,0.8,50.0,-196.51076759939048,10.772528973087788,358.14791773106,258.42772525317866
73,73.0,1.0,0.0,2.0,1.0,0.8,2.0,2.0,0.7,1.0,0.9,50.0,-134.6320196291154,11.963835853492505,331.44103244744247,293.5024994573216
74,74.0,1.0,0.0,2.0,1.0,0.8,1.0,2.0,1.0,0.8,1.0,45.0,-222.3649312335944,11.963835853492505,458.3435471638249,264.35687774223703
75,75.0,1.0,0.0,2.0,1.0,0.4,2.0,2.0,1.0,0.7,0.9,50.0,-139.32510219488626,11.963835853492505,400.05739244744245,175.89687144374537
76,76.0,1.0,0.0,2.0,1.0,0.4,1.0,1.0,0.9,1.0,0.9,40.0,-221.67104813195414,11.963835853492505,412.50919244744244,219.6153040163722
77,77.0,1.0,0.0,2.0,1.0,0.2,3.0,2.0,0.8,0.7,1.0,30.0,-178.85538725045282,11.963835853492505,322.421547163825,138.95327372327068
78,78.0,1.0,0.0,2.0,1.0,0.3,1.0,1.0,0.7,0.9,0.9,20.0,-230.90019515249227,0.48617512011684705,358.91519244744245,6.914037578942236
79,79.0,1.0,0.0,2.0,1.0,0.9,3.0,1.0,0.8,1.0,0.7,50.0,-160.43258785521527,6.455532174825935,265.3094830146775,150.84302133849994
80,80.0,1.0,0.0,2.0,1.0,0.8,3.0,1.0,0.7,0.7,1.0,40.0,-192.36989350693818,2.592716772849525,305.91554716382495,46.495422008558386
81,81.0,1.0,0.0,2.0,1.0,0.3,3.0,1.0,0.8,0.8,0.9,40.0,-139.2830467800383,11.963835853492505,303.3841924474425,171.9978834410503
82,82.0,1.0,0.0,2.0,1.0,0.1,3.0,1.0,0.7,0.8,0.9,20.0,-185.2849505443517,0.48617512011684705,286.8781924474425,5.039866348722084
83,83.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.9,1.0,0.8,35.0,-193.69804837904812,0.48617512011684705,300.85283773106005,12.106043306842095
84,84.0,1.0,0.0,2.0,1.0,0.4,1.0,2.0,1.0,0.8,0.8,25.0,-266.7408201548983,0.48617512011684705,420.26883773106,7.0305670473299084
85,85.0,1.0,0.0,2.0,1.0,0.8,2.0,2.0,0.8,0.7,0.9,60.0,-152.58892347950658,11.963835853492505,354.3131524474424,249.78406688469474
86,86.0,1.0,0.0,2.0,1.0,0.1,2.0,2.0,0.7,1.0,0.8,50.0,-126.24756859814607,11.963835853492505,312.40367773106,164.1999074356602
87,87.0,1.0,0.0,2.0,1.0,0.7,2.0,2.0,0.9,0.7,0.9,55.0,-124.2558692943691,11.963835853492505,377.18527244744246,231.31226802445735
88,88.0,1.0,0.0,2.0,1.0,0.9,1.0,1.0,0.7,0.9,0.7,55.0,-178.8125470356329,9.356318117957072,320.84048301467743,221.74760314177922
89,89.0,1.0,0.0,2.0,1.0,0.4,2.0,2.0,0.7,0.7,0.8,30.0,-186.5709373832345,7.1365684888814735,312.40367773106,94.8550866662466
90,90.0,1.0,0.0,2.0,1.0,0.7,2.0,1.0,0.8,1.0,0.7,20.0,-207.0368016528129,0.48617512011684705,316.23844301467744,10.115342608234268
91,91.0,1.0,0.0,2.0,1.0,0.8,3.0,1.0,0.9,0.9,0.9,50.0,-146.0459989455214,11.963835853492505,319.8901924474425,278.92968859977935
92,92.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,50.0,-259.84927133846503,3.546399030018186,419.09474716382493,84.98622691348208
93,93.0,1.0,0.0,2.0,1.0,0.7,2.0,2.0,0.8,1.0,0.8,35.0,-189.00039510652553,8.841748728381628,335.27579773106,191.03008431568057
94,94.0,1.0,0.0,2.0,1.0,0.2,3.0,1.0,0.9,0.9,0.7,35.0,-167.95280374738894,7.1365684888814735,281.81548301467745,89.63859500690133
95,95.0,1.0,0.0,2.0,1.0,0.1,1.0,1.0,0.8,0.9,0.9,60.0,-156.05327910776325,11.963835853492505,385.7121924474424,149.62709657811791
96,96.0,1.0,0.0,2.0,1.0,0.9,1.0,2.0,1.0,0.7,1.0,60.0,-222.42894204891104,11.963835853492505,458.3435471638249,268.2558657449321
97,97.0,1.0,0.0,2.0,1.0,0.7,3.0,1.0,1.0,0.7,0.7,20.0,-194.36374571027244,0.48617512011684705,298.3214830146775,8.474230314789466
98,98.0,1.0,0.0,2.0,1.0,0.3,3.0,2.0,0.8,1.0,0.8,45.0,-94.85080149706177,11.963835853492505,284.34683773106,201.1435051561349
99,99.0,1.0,0.0,2.0,1.0,0.5,2.0,2.0,1.0,0.9,0.7,55.0,-112.53644503771437,11.963835853492505,361.98268301467743,223.51429201906728
100,100.0,1.0,0.0,2.0,1.0,0.9,3.0,1.0,0.8,0.9,0.7,60.0,-130.02811439434282,11.963835853492505,265.3094830146775,297.4014874600167
101,101.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.8,0.9,0.7,25.0,-206.906822862903,0.48617512011684705,316.23844301467744,11.559005875693828
102,102.0,1.0,0.0,2.0,1.0,0.7,2.0,1.0,1.0,0.7,0.9,35.0,-238.2973952289934,7.1365684888814735,400.05739244744245,125.70403415914345
103,103.0,1.0,0.0,2.0,1.0,0.3,3.0,2.0,0.8,0.8,0.8,45.0,-85.73626842813442,11.963835853492505,284.34683773106,171.9978834410503
104,104.0,1.0,0.0,2.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,60.0,-203.92284637762876,11.963835853492505,458.3435471638249,311.974298317559
105,105.0,1.0,0.0,2.0,1.0,0.8,3.0,1.0,0.7,1.0,0.8,30.0,-173.988017616362,0.48617512011684705,267.84083773106,10.778909507770212
106,106.0,1.0,0.0,2.0,1.0,0.9,3.0,2.0,1.0,0.7,1.0,25.0,-226.53970345826016,0.48617512011684705,355.4335471638249,9.80136411386135
107,107.0,1.0,0.0,2.0,1.0,0.7,2.0,2.0,0.9,0.7,0.8,50.0,-131.66387565099902,11.963835853492505,358.14791773106,231.31226802445735
108,108.0,1.0,0.0,2.0,1.0,0.6,2.0,2.0,1.0,1.0,0.8,20.0,-244.0454745502056,0.48617512011684705,381.02003773106003,9.451775708698328
109,109.0,1.0,0.0,2.0,1.0,0.1,3.0,2.0,0.9,0.7,0.9,40.0,-109.77740434399894,11.963835853492505,319.8901924474425,120.4814748630333
110,110.0,1.0,0.0,2.0,1.0,0.4,2.0,2.0,0.8,0.9,0.7,60.0,-68.15718075169201,11.963835853492505,316.23844301467744,205.04249315882996
111,111.0,1.0,0.0,2.0,1.0,0.4,3.0,1.0,0.9,0.8,1.0,20.0,-218.31391717910032,0.48617512011684705,338.92754716382495,7.0305670473299084
112,112.0,1.0,0.0,2.0,1.0,0.5,1.0,2.0,0.7,0.7,1.0,45.0,-150.39251148982098,11.963835853492505,377.95254716382493,194.36867030398267
113,113.0,1.0,0.0,2.0,1.0,0.3,3.0,2.0,0.7,0.8,0.8,40.0,-94.4799659587931,11.963835853492505,267.84083773106,171.9978834410503
114,114.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.8,0.9,0.9,30.0,-196.1128918920259,0.48617512011684705,303.3841924474425,11.559005875693828
115,115.0,1.0,0.0,2.0,1.0,0.1,3.0,1.0,1.0,0.9,0.9,30.0,-208.59505504090313,4.362467679326348,336.39619244744244,46.07556173760532
116,116.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,35.0,-253.9394151981569,0.48617512011684705,400.05739244744245,11.011968444545559
117,117.0,1.0,0.0,2.0,1.0,0.5,1.0,2.0,1.0,0.9,0.7,20.0,-256.02767377692936,0.48617512011684705,401.2314830146775,8.24117137801412
118,118.0,1.0,0.0,2.0,1.0,0.9,3.0,2.0,0.8,0.8,1.0,45.0,-144.5270350193966,11.963835853492505,322.421547163825,282.8286766024744
119,119.0,1.0,0.0,2.0,1.0,0.5,2.0,1.0,1.0,0.9,0.8,20.0,-245.52202798073,0.48617512011684705,381.02003773106003,8.24117137801412
120,120.0,1.0,0.0,2.0,1.0,0.8,3.0,2.0,0.8,1.0,0.7,60.0,-111.86037176340781,11.963835853492505,265.3094830146775,293.5024994573216
121,121.0,1.0,0.0,2.0,1.0,0.8,3.0,2.0,0.8,1.0,0.8,20.0,-186.28763319476624,0.48617512011684705,284.34683773106,10.778909507770212
122,122.0,1.0,0.0,2.0,1.0,0.9,1.0,2.0,0.9,0.8,1.0,20.0,-275.2977572567278,0.48617512011684705,431.54654716382487,10.348401545009619
123,123.0,1.0,0.0,2.0,1.0,0.5,3.0,2.0,1.0,0.7,0.7,35.0,-169.63500365364766,9.84818598880357,298.3214830146775,153.53872177344277
124,124.0,1.0,0.0,2.0,1.0,0.7,1.0,1.0,0.9,0.7,0.7,25.0,-239.9444932143075,0.48617512011684705,374.43448301467754,8.474230314789466
125,125.0,1.0,0.0,2.0,1.0,0.5,3.0,2.0,0.7,0.8,0.7,30.0,-157.257676255067,3.335611123146679,248.80348301467743,49.880951065660454
126,126.0,1.0,0.0,2.0,1.0,0.8,3.0,2.0,0.8,0.8,0.7,20.0,-173.117082267072,0.48617512011684705,265.3094830146775,9.684834645473675
127,127.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,45.0,-213.34940194660118,10.772528973087788,385.7121924474424,265.9250732648392
128,128.0,1.0,0.0,2.0,1.0,0.4,1.0,1.0,1.0,1.0,0.7,25.0,-256.2300474539418,0.48617512011684705,401.2314830146775,8.124641909626444
129,129.0,1.0,0.0,2.0,1.0,0.4,1.0,1.0,0.9,1.0,0.8,45.0,-191.28685479451633,11.963835853492505,393.47183773106,219.6153040163722
130,130.0,1.0,0.0,2.0,1.0,0.7,1.0,2.0,0.9,0.9,0.9,25.0,-261.9064657529786,0.48617512011684705,412.50919244744244,9.568305177086003
131,131.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.8,0.7,30.0,-228.93146301583184,1.7069018034739536,361.98268301467743,36.91010174901247
132,132.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,40.0,-182.17870641368077,11.963835853492505,350.47838716382495,286.7276646051694
133,133.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,20.0,-260.121004021591,0.48617512011684705,401.2314830146775,12.106043306842095
134,134.0,1.0,0.0,2.0,1.0,0.9,3.0,2.0,0.8,0.9,0.7,20.0,-173.8687723097816,0.48617512011684705,265.3094830146775,10.895438976157887
135,135.0,1.0,0.0,2.0,1.0,0.6,2.0,2.0,0.9,0.8,0.7,30.0,-195.39070591589248,8.841748728381628,339.11056301467744,158.0815380889573
136,136.0,1.0,0.0,2.0,1.0,0.1,1.0,1.0,0.8,0.8,0.8,35.0,-208.5494804171571,11.206913153645337,366.67483773106,124.08121431258856
137,137.0,1.0,0.0,2.0,1.0,0.4,3.0,2.0,1.0,0.8,0.8,25.0,-203.23863197170854,0.48617512011684705,317.35883773106,7.0305670473299084
138,138.0,1.0,0.0,2.0,1.0,0.7,1.0,1.0,0.8,0.8,0.9,55.0,-157.27288419245818,11.963835853492505,385.7121924474424,245.88507888199968
139,139.0,1.0,0.0,2.0,1.0,0.5,1.0,2.0,1.0,0.7,0.8,20.0,-266.83643285631024,0.48617512011684705,420.26883773106,7.147096515717582
140,140.0,1.0,0.0,2.0,1.0,0.9,2.0,1.0,0.8,0.9,0.9,45.0,-192.36170693247848,11.206913153645337,354.3131524474424,274.8896697196368
141,141.0,1.0,0.0,2.0,1.0,0.7,1.0,2.0,0.9,0.7,0.8,25.0,-246.97756480844112,2.592716772849525,393.47183773106,42.94258111444945
142,142.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.7,0.9,1.0,50.0,-216.05703399992782,8.841748728381628,377.95254716382493,220.55867927093158
143,143.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,40.0,-257.32988204849477,0.48617512011684705,404.74954716382496,11.011968444545559
144,144.0,1.0,0.0,2.0,1.0,0.2,2.0,2.0,0.7,1.0,1.0,55.0,-141.5233331424164,11.963835853492505,350.47838716382495,182.67170629589754
145,145.0,1.0,0.0,2.0,1.0,0.7,3.0,2.0,0.7,0.7,1.0,50.0,-98.98307311803906,11.963835853492505,305.91554716382495,231.31226802445735
146,146.0,1.0,0.0,2.0,1.0,0.8,2.0,2.0,0.7,0.8,0.7,50.0,-102.54129957938028,11.963835853492505,293.36632301467745,264.35687774223703
147,147.0,1.0,0.0,2.0,1.0,0.2,3.0,1.0,0.8,0.7,1.0,40.0,-168.27226173754968,11.963835853492505,322.421547163825,138.95327372327068
148,148.0,1.0,0.0,2.0,1.0,0.9,3.0,1.0,0.7,0.9,0.9,40.0,-184.8152800634771,0.48617512011684705,286.8781924474425,10.895438976157887
149,149.0,1.0,0.0,2.0,1.0,0.5,1.0,2.0,1.0,0.9,0.7,20.0,-257.03079680319684,0.48617512011684705,401.2314830146775,8.24117137801412
150,150.0,1.0,0.0,2.0,1.0,0.4,2.0,1.0,1.0,0.8,1.0,55.0,-159.63694738718598,11.963835853492505,419.09474716382493,190.46968230128763
151,151.0,1.0,0.0,2.0,1.0,0.7,3.0,1.0,0.7,0.7,0.7,60.0,-55.77591749487091,11.963835853492505,248.80348301467743,231.31226802445735
152,152.0,1.0,0.0,2.0,1.0,0.7,2.0,1.0,0.9,1.0,0.9,55.0,-161.09025391222616,11.963835853492505,377.18527244744246,275.03070059708426
153,153.0,1.0,0.0,2.0,1.0,0.7,2.0,2.0,0.7,1.0,0.9,35.0,-186.40806573821897,8.841748728381628,331.44103244744247,191.03008431568057
